detector,n_streams,rho,procedure,alpha,seed,n_tests,n_null_tests,alarms,false_alarms,true_alarms,fdp,far_per_test,false_alarms_per_window,p_any_false_alarm_per_window,false_alarms_per_1k_stream_steps,mtfa_stream_steps,n_drifts,detected,mdr,mean_delay,median_delay,degraded_per_drift
PH,100,0.3,uncorrected,0.05,2,4499,4481,73,63,10,0.863013698630137,0.014059361749609462,1.3404255319148937,0.6170212765957447,0.13404255319148936,7460.31746031746,10,10,0.0,147.8,131.5,147.8
PH,100,0.3,bonferroni,0.05,2,4667,4642,11,1,10,0.09090909090909091,0.00021542438604049978,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,187.8,199.5,187.8
PH,100,0.3,bh_window,0.05,2,4667,4643,11,1,10,0.09090909090909091,0.00021537798836958864,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,177.8,176.0,177.8
PH,100,0.3,LOND,0.05,2,4670,4632,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,317.8,323.5,317.8
PH,100,0.3,LORD++,0.05,2,4670,4636,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,277.8,247.0,277.8
PH,100,0.3,SAFFRON,0.05,2,4667,4631,11,1,10,0.09090909090909091,0.00021593608291945585,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,297.8,247.0,297.8
PH,100,0.3,alpha-investing,0.05,2,4670,4602,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,617.8,366.0,617.8
PH,100,0.3,raw,,6,3717,3706,337,327,10,0.9703264094955489,0.08823529411764706,6.957446808510638,0.9574468085106383,0.6957446808510638,1437.308868501529,10,10,0.0,80.7,76.5,80.7
PH,100,0.3,uncorrected,0.05,6,4586,4570,39,29,10,0.7435897435897436,0.006345733041575492,0.6170212765957447,0.2978723404255319,0.06170212765957447,16206.896551724138,10,10,0.0,130.7,145.0,130.7
PH,100,0.3,bonferroni,0.05,6,4670,4644,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,230.7,211.0,230.7
PH,100,0.3,bh_window,0.05,6,4670,4644,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,230.7,211.0,230.7
PH,100,0.3,LOND,0.05,6,4679,4556,7,0,7,0.0,0.0,0.0,0.0,0.0,inf,10,7,0.30000000000000004,486.7142857142857,286.0,1200.7
PH,100,0.3,LORD++,0.05,6,4670,4566,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,1010.7,621.5,1010.7
PH,100,0.3,SAFFRON,0.05,6,4658,4553,14,4,10,0.2857142857142857,0.0008785416209092906,0.0851063829787234,0.02127659574468085,0.00851063829787234,117500.0,10,10,0.0,1020.7,671.0,1020.7
PH,100,0.3,alpha-investing,0.05,6,4670,4554,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,1130.7,771.5,1130.7
PH,100,0.3,raw,,8,3660,3647,355,345,10,0.971830985915493,0.09459829997258021,7.340425531914893,0.9574468085106383,0.7340425531914894,1362.3188405797102,10,10,0.0,90.6,100.0,90.6
PH,100,0.3,uncorrected,0.05,8,4535,4517,55,45,10,0.8181818181818182,0.009962364401151207,0.9574468085106383,0.44680851063829785,0.09574468085106383,10444.444444444445,10,10,0.0,120.6,111.0,120.6
PH,100,0.3,bonferroni,0.05,8,4670,4644,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,200.6,204.0,200.6
PH,100,0.3,bh_window,0.05,8,4670,4644,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,200.6,204.0,200.6
PH,100,0.3,LOND,0.05,8,4673,4611,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,469.77777777777777,316.0,560.6
PH,100,0.3,LORD++,0.05,8,4670,4632,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,320.6,305.5,320.6
PH,100,0.3,SAFFRON,0.05,8,4670,4600,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,640.6,632.0,640.6
PH,100,0.3,alpha-investing,0.05,8,4670,4546,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,1180.6,1301.5,1180.6
PH,100,0.3,raw,,5,3542,3527,391,381,10,0.9744245524296675,0.1080238162744542,8.106382978723405,0.9787234042553191,0.8106382978723404,1233.5958005249345,10,10,0.0,90.6,99.0,90.6
PH,100,0.3,uncorrected,0.05,5,4364,4345,112,102,10,0.9107142857142857,0.023475258918296892,2.1702127659574466,0.7446808510638298,0.2170212765957447,4607.843137254902,10,10,0.0,130.6,124.0,130.6
PH,100,0.3,bonferroni,0.05,5,4661,4635,13,3,10,0.23076923076923078,0.0006472491909385113,0.06382978723404255,0.06382978723404255,0.006382978723404255,156666.66666666666,10,10,0.0,200.6,199.0,200.6
PH,100,0.3,bh_window,0.05,5,4661,4635,13,3,10,0.23076923076923078,0.0006472491909385113,0.06382978723404255,0.06382978723404255,0.006382978723404255,156666.66666666666,10,10,0.0,200.6,199.0,200.6
PH,100,0.3,LOND,0.05,5,4670,4627,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,370.6,314.0,370.6
PH,100,0.3,LORD++,0.05,5,4664,4628,12,2,10,0.16666666666666666,0.000432152117545376,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,300.6,280.0,300.6
PH,100,0.3,SAFFRON,0.05,5,4478,4451,74,64,10,0.8648648648648649,0.014378791282857784,1.3617021276595744,0.10638297872340426,0.13617021276595745,7343.75,10,10,0.0,210.6,218.0,210.6
PH,100,0.3,alpha-investing,0.05,5,4661,4600,13,3,10,0.23076923076923078,0.0006521739130434783,0.06382978723404255,0.0425531914893617,0.006382978723404255,156666.66666666666,10,10,0.0,550.6,435.0,550.6
PH,100,0.3,raw,,7,3287,3274,500,490,10,0.98,0.14966401954795358,10.425531914893616,0.9787234042553191,1.0425531914893618,959.1836734693877,10,10,0.0,146.5,116.5,146.5
PH,100,0.3,uncorrected,0.05,7,4313,4295,129,119,10,0.9224806201550387,0.02770663562281723,2.5319148936170213,0.5957446808510638,0.2531914893617021,3949.5798319327732,10,10,0.0,176.5,137.0,176.5
PH,100,0.3,bonferroni,0.05,7,4658,4636,14,4,10,0.2857142857142857,0.0008628127696289905,0.0851063829787234,0.0851063829787234,0.00851063829787234,117500.0,10,10,0.0,156.5,152.5,156.5
PH,100,0.3,bh_window,0.05,7,4607,4586,31,21,10,0.6774193548387096,0.004579153946794592,0.44680851063829785,0.1702127659574468,0.04468085106382979,22380.95238095238,10,10,0.0,146.5,138.5,146.5
PH,100,0.3,LOND,0.05,7,4672,4633,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,326.5,275.5,326.5
PH,100,0.3,LORD++,0.05,7,4664,4633,12,2,10,0.16666666666666666,0.0004316857327865314,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,246.5,244.5,246.5
PH,100,0.3,SAFFRON,0.05,7,4631,4583,23,14,9,0.6086956521739131,0.0030547676194632336,0.2978723404255319,0.0851063829787234,0.029787234042553193,33571.42857142857,10,9,0.09999999999999998,226.0,243.0,436.5
PH,100,0.3,alpha-investing,0.05,7,4670,4615,10,2,8,0.2,0.0004333694474539545,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,8,0.19999999999999996,297.75,267.0,486.5
PH,50,0.0,raw,,0,1835,1830,181,176,5,0.9723756906077348,0.09617486338797815,3.74468085106383,0.9787234042553191,0.7489361702127659,1335.2272727272727,5,5,0.0,77.6,77.0,77.6
PH,50,0.0,uncorrected,0.05,0,2272,2266,26,21,5,0.8076923076923077,0.009267431597528684,0.44680851063829785,0.2978723404255319,0.08936170212765958,11190.47619047619,5,5,0.0,77.6,77.0,77.6
PH,50,0.0,bonferroni,0.05,0,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,177.6,184.0,177.6
PH,50,0.0,bh_window,0.05,0,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,177.6,184.0,177.6
PH,50,0.0,LOND,0.05,0,2335,2316,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,337.6,319.0,337.6
PH,50,0.0,LORD++,0.05,0,2335,2320,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,257.6,219.0,257.6
PH,50,0.0,SAFFRON,0.05,0,2335,2320,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,257.6,219.0,257.6
PH,50,0.0,alpha-investing,0.05,0,2341,2305,3,0,3,0.0,0.0,0.0,0.0,0.0,inf,5,3,0.4,234.0,184.0,677.6
PH,50,0.0,raw,,1,1876,1866,164,159,5,0.9695121951219512,0.08520900321543408,3.382978723404255,1.0,0.676595744680851,1477.9874213836479,5,5,0.0,128.0,128.0,128.0
PH,50,0.0,uncorrected,0.05,1,2284,2271,22,17,5,0.7727272727272727,0.007485689123734038,0.3617021276595745,0.2553191489361702,0.07234042553191489,13823.529411764706,5,5,0.0,188.0,221.0,188.0
PH,50,0.0,bonferroni,0.05,1,2335,2319,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,248.0,231.0,248.0
PH,50,0.0,bh_window,0.05,1,2335,2320,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,228.0,231.0,228.0
PH,50,0.0,LOND,0.05,1,2341,2290,3,0,3,0.0,0.0,0.0,0.0,0.0,inf,5,3,0.4,323.3333333333333,321.0,948.0
PH,50,0.0,LORD++,0.05,1,2335,2311,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,408.0,331.0,408.0
PH,50,0.0,SAFFRON,0.05,1,2335,2306,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,508.0,328.0,508.0
PH,50,0.0,alpha-investing,0.05,1,2332,2295,6,1,5,0.16666666666666666,0.00043572984749455336,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,668.0,431.0,668.0
PH,50,0.0,raw,,2,1786,1780,196,191,5,0.9744897959183674,0.10730337078651686,4.0638297872340425,0.9787234042553191,0.8127659574468085,1230.3664921465968,5,5,0.0,199.2,179.0,199.2
PH,50,0.0,uncorrected,0.05,2,2249,2241,35,30,5,0.8571428571428571,0.013386880856760375,0.6382978723404256,0.5106382978723404,0.1276595744680851,7833.333333333333,5,5,0.0,119.2,100.0,119.2
PH,50,0.0,bonferroni,0.05,2,2332,2316,6,1,5,0.16666666666666666,0.0004317789291882556,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,279.2,268.0,279.2
PH,50,0.0,bh_window,0.05,2,2332,2316,6,1,5,0.16666666666666666,0.0004317789291882556,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,279.2,268.0,279.2
PH,50,0.0,LOND,0.05,2,2344,2291,2,0,2,0.0,0.0,0.0,0.0,0.0,inf,5,2,0.6,305.0,305.0,1019.2
PH,50,0.0,LORD++,0.05,2,2338,2306,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,5,4,0.19999999999999996,494.5,399.5,599.2
PH,50,0.0,SAFFRON,0.05,2,2335,2305,5,1,4,0.2,0.0004338394793926247,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,4,0.19999999999999996,444.5,405.0,559.2
PH,50,0.0,alpha-investing,0.05,2,2350,2256,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,5,0,1.0,,,1839.2
PH,100,0.3,raw,,9,3599,3588,372,362,10,0.9731182795698925,0.10089186176142698,7.702127659574468,0.9361702127659575,0.7702127659574468,1298.342541436464,10,10,0.0,73.4,42.0,73.4
PH,100,0.3,uncorrected,0.05,9,4562,4544,46,36,10,0.782608695652174,0.007922535211267605,0.7659574468085106,0.425531914893617,0.07659574468085106,13055.555555555555,10,10,0.0,123.4,127.0,123.4
PH,100,0.3,bonferroni,0.05,9,4664,4635,12,2,10,0.16666666666666666,0.0004314994606256742,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,233.4,234.0,233.4
PH,100,0.3,bh_window,0.05,9,4664,4637,12,2,10,0.16666666666666666,0.00043131334914815614,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,213.4,220.0,213.4
PH,100,0.3,LOND,0.05,9,4673,4613,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,445.55555555555554,388.0,543.4
PH,100,0.3,LORD++,0.05,9,4670,4622,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,423.4,406.0,423.4
PH,100,0.3,SAFFRON,0.05,9,4670,4618,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,463.4,456.0,463.4
PH,100,0.3,alpha-investing,0.05,9,4661,4520,13,3,10,0.23076923076923078,0.000663716814159292,0.06382978723404255,0.02127659574468085,0.006382978723404255,156666.66666666666,10,10,0.0,1353.4,1347.5,1353.4
PH,50,0.0,raw,,3,1836,1829,175,170,5,0.9714285714285714,0.09294696555494805,3.617021276595745,0.9787234042553191,0.723404255319149,1382.3529411764705,5,5,0.0,140.6,103.0,140.6
PH,50,0.0,uncorrected,0.05,3,2257,2247,31,26,5,0.8387096774193549,0.011570983533600357,0.5531914893617021,0.40425531914893614,0.11063829787234042,9038.461538461539,5,5,0.0,140.6,147.0,140.6
PH,50,0.0,bonferroni,0.05,3,2332,2321,6,1,5,0.16666666666666666,0.00043084877208099956,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,160.6,147.0,160.6
PH,50,0.0,bh_window,0.05,3,2332,2321,6,1,5,0.16666666666666666,0.00043084877208099956,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,160.6,147.0,160.6
PH,50,0.0,LOND,0.05,3,2335,2315,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,340.6,347.0,340.6
PH,50,0.0,LORD++,0.05,3,2335,2316,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,320.6,247.0,320.6
PH,50,0.0,SAFFRON,0.05,3,2335,2314,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,360.6,318.0,360.6
PH,50,0.0,alpha-investing,0.05,3,2335,2311,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,420.6,347.0,420.6
PH,50,0.0,raw,,4,1770,1762,196,191,5,0.9744897959183674,0.10839954597048808,4.0638297872340425,0.9787234042553191,0.8127659574468085,1230.3664921465968,5,5,0.0,272.6,159.0,272.6
PH,50,0.0,uncorrected,0.05,4,2241,2234,38,33,5,0.868421052631579,0.01477170993733214,0.7021276595744681,0.44680851063829785,0.14042553191489363,7121.212121212121,5,5,0.0,112.6,96.0,112.6
PH,50,0.0,bonferroni,0.05,4,2332,2322,6,1,5,0.16666666666666666,0.0004306632213608958,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,172.6,182.0,172.6
PH,50,0.0,bh_window,0.05,4,2329,2319,7,2,5,0.2857142857142857,0.0008624407072013799,0.0425531914893617,0.0425531914893617,0.00851063829787234,117500.0,5,5,0.0,172.6,182.0,172.6
PH,50,0.0,LOND,0.05,4,2335,2315,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,372.6,382.0,372.6
PH,50,0.0,LORD++,0.05,4,2335,2318,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,312.6,293.0,312.6
PH,50,0.0,SAFFRON,0.05,4,2335,2318,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,312.6,333.0,312.6
PH,50,0.0,alpha-investing,0.05,4,2329,2294,7,3,4,0.42857142857142855,0.0013077593722755014,0.06382978723404255,0.02127659574468085,0.01276595744680851,78333.33333333333,5,4,0.19999999999999996,466.75,457.5,672.6
PH,50,0.0,raw,,5,1828,1815,183,178,5,0.9726775956284153,0.09807162534435261,3.7872340425531914,1.0,0.7574468085106383,1320.2247191011236,5,5,0.0,333.2,106.0,333.2
PH,50,0.0,uncorrected,0.05,5,2289,2282,23,18,5,0.782608695652174,0.007887817703768623,0.3829787234042553,0.3191489361702128,0.07659574468085106,13055.555555555555,5,5,0.0,153.2,106.0,153.2
PH,50,0.0,bonferroni,0.05,5,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,173.2,166.0,173.2
PH,50,0.0,bh_window,0.05,5,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,173.2,166.0,173.2
PH,50,0.0,LOND,0.05,5,2335,2309,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,473.2,306.0,473.2
PH,50,0.0,LORD++,0.05,5,2335,2316,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,333.2,306.0,333.2
PH,50,0.0,SAFFRON,0.05,5,2335,2303,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,593.2,366.0,593.2
PH,50,0.0,alpha-investing,0.05,5,2335,2312,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,413.2,373.0,413.2
PH,50,0.0,raw,,6,1857,1850,172,167,5,0.9709302325581395,0.09027027027027026,3.5531914893617023,0.9574468085106383,0.7106382978723405,1407.185628742515,5,5,0.0,146.6,119.0,146.6
PH,50,0.0,uncorrected,0.05,6,2270,2260,27,22,5,0.8148148148148148,0.009734513274336283,0.46808510638297873,0.40425531914893614,0.09361702127659574,10681.818181818182,5,5,0.0,126.6,132.0,126.6
PH,50,0.0,bonferroni,0.05,6,2335,2321,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,206.6,219.0,206.6
PH,50,0.0,bh_window,0.05,6,2335,2321,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,206.6,219.0,206.6
PH,50,0.0,LOND,0.05,6,2335,2307,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,486.6,319.0,486.6
PH,50,0.0,LORD++,0.05,6,2335,2297,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,686.6,419.0,686.6
PH,50,0.0,SAFFRON,0.05,6,2335,2296,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,706.6,419.0,706.6
PH,50,0.0,alpha-investing,0.05,6,2335,2257,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,1486.6,1319.0,1486.6
PH,50,0.0,raw,,7,1810,1802,186,181,5,0.9731182795698925,0.1004439511653718,3.851063829787234,0.9574468085106383,0.7702127659574468,1298.342541436464,5,5,0.0,112.2,117.0,112.2
PH,50,0.0,uncorrected,0.05,7,2249,2240,34,29,5,0.8529411764705882,0.012946428571428572,0.6170212765957447,0.48936170212765956,0.12340425531914893,8103.448275862069,5,5,0.0,132.2,119.0,132.2
PH,50,0.0,bonferroni,0.05,7,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,172.2,187.0,172.2
PH,50,0.0,bh_window,0.05,7,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,172.2,187.0,172.2
PH,50,0.0,LOND,0.05,7,2335,2316,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,332.2,319.0,332.2
PH,50,0.0,LORD++,0.05,7,2335,2317,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,312.2,317.0,312.2
PH,50,0.0,SAFFRON,0.05,7,2335,2316,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,332.2,350.0,332.2
PH,50,0.0,alpha-investing,0.05,7,2335,2312,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,412.2,417.0,412.2
PH,50,0.0,raw,,8,1794,1787,191,186,5,0.9738219895287958,0.10408505875769446,3.9574468085106385,1.0,0.7914893617021277,1263.4408602150538,5,5,0.0,80.2,80.0,80.2
PH,50,0.0,uncorrected,0.05,8,2263,2253,30,25,5,0.8333333333333334,0.011096316023080338,0.5319148936170213,0.3617021276595745,0.10638297872340426,9400.0,5,5,0.0,140.2,126.0,140.2
PH,50,0.0,bonferroni,0.05,8,2329,2317,7,2,5,0.2857142857142857,0.0008631851532153647,0.0425531914893617,0.0425531914893617,0.00851063829787234,117500.0,5,5,0.0,180.2,166.0,180.2
PH,50,0.0,bh_window,0.05,8,2329,2317,7,2,5,0.2857142857142857,0.0008631851532153647,0.0425531914893617,0.0425531914893617,0.00851063829787234,117500.0,5,5,0.0,180.2,166.0,180.2
PH,50,0.0,LOND,0.05,8,2338,2307,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,5,4,0.19999999999999996,368.75,344.5,560.2
PH,50,0.0,LORD++,0.05,8,2335,2311,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,420.2,406.0,420.2
PH,50,0.0,SAFFRON,0.05,8,2338,2308,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,5,4,0.19999999999999996,343.75,343.0,540.2
PH,50,0.0,alpha-investing,0.05,8,2338,2296,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,5,4,0.19999999999999996,643.75,636.0,780.2
PH,50,0.0,raw,,9,1802,1794,186,181,5,0.9731182795698925,0.10089186176142698,3.851063829787234,0.9787234042553191,0.7702127659574468,1298.342541436464,5,5,0.0,133.6,112.0,133.6
PH,50,0.0,uncorrected,0.05,9,2278,2269,24,19,5,0.7916666666666666,0.008373732921992068,0.40425531914893614,0.2553191489361702,0.08085106382978724,12368.421052631578,5,5,0.0,113.6,112.0,113.6
PH,50,0.0,bonferroni,0.05,9,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,153.6,150.0,153.6
PH,50,0.0,bh_window,0.05,9,2335,2324,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,153.6,150.0,153.6
PH,50,0.0,LOND,0.05,9,2335,2314,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,353.6,312.0,353.6
PH,50,0.0,LORD++,0.05,9,2335,2319,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,253.6,250.0,253.6
PH,50,0.0,SAFFRON,0.05,9,2335,2319,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,253.6,212.0,253.6
PH,50,0.0,alpha-investing,0.05,9,2335,2312,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,393.6,312.0,393.6
PH,50,0.3,raw,,0,1791,1786,200,195,5,0.975,0.10918253079507279,4.148936170212766,0.851063829787234,0.8297872340425532,1205.128205128205,5,5,0.0,117.6,84.0,117.6
PH,50,0.3,uncorrected,0.05,0,2289,2281,21,16,5,0.7619047619047619,0.0070144673388864535,0.3404255319148936,0.23404255319148937,0.06808510638297872,14687.5,5,5,0.0,117.6,119.0,117.6
PH,50,0.3,bonferroni,0.05,0,2332,2320,6,1,5,0.16666666666666666,0.0004310344827586207,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,197.6,184.0,197.6
PH,50,0.3,bh_window,0.05,0,2332,2320,6,1,5,0.16666666666666666,0.0004310344827586207,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,197.6,184.0,197.6
PH,50,0.3,LOND,0.05,0,2335,2319,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,277.6,277.0,277.6
PH,50,0.3,LORD++,0.05,0,2335,2319,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,277.6,219.0,277.6
PH,50,0.3,SAFFRON,0.05,0,2332,2317,6,1,5,0.16666666666666666,0.00043159257660768235,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,257.6,219.0,257.6
PH,50,0.3,alpha-investing,0.05,0,2335,2314,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,377.6,319.0,377.6
PH,50,0.3,raw,,2,1804,1799,197,193,4,0.9796954314720813,0.10728182323513062,4.1063829787234045,0.8297872340425532,0.8212765957446808,1217.6165803108809,5,5,0.0,239.2,131.0,239.2
PH,50,0.3,uncorrected,0.05,2,2265,2256,35,30,5,0.8571428571428571,0.013297872340425532,0.6382978723404256,0.3191489361702128,0.1276595744680851,7833.333333333333,5,5,0.0,139.2,131.0,139.2
PH,50,0.3,bonferroni,0.05,2,2332,2318,6,1,5,0.16666666666666666,0.0004314063848144953,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,239.2,231.0,239.2
PH,50,0.3,bh_window,0.05,2,2332,2318,6,1,5,0.16666666666666666,0.0004314063848144953,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,239.2,231.0,239.2
PH,50,0.3,LOND,0.05,2,2341,2300,3,0,3,0.0,0.0,0.0,0.0,0.0,inf,5,3,0.4,470.0,431.0,779.2
PH,50,0.3,LORD++,0.05,2,2335,2306,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,539.2,431.0,539.2
PH,50,0.3,SAFFRON,0.05,2,2332,2295,6,1,5,0.16666666666666666,0.00043572984749455336,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,699.2,418.0,699.2
PH,50,0.3,alpha-investing,0.05,2,2350,2256,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,5,4,0.19999999999999996,2044.5,1839.5,1839.2
PH,50,0.3,raw,,1,1753,1743,199,194,5,0.9748743718592965,0.11130235226620769,4.127659574468085,0.8723404255319149,0.825531914893617,1211.340206185567,5,5,0.0,128.0,128.0,128.0
PH,50,0.3,uncorrected,0.05,1,2206,2195,48,43,5,0.8958333333333334,0.01958997722095672,0.9148936170212766,0.3829787234042553,0.1829787234042553,5465.116279069767,5,5,0.0,148.0,131.0,148.0
PH,50,0.3,bonferroni,0.05,1,2332,2320,6,1,5,0.16666666666666666,0.0004310344827586207,0.02127659574468085,0.02127659574468085,0.00425531914893617,235000.0,5,5,0.0,168.0,131.0,168.0
PH,50,0.3,bh_window,0.05,1,2305,2292,15,10,5,0.6666666666666666,0.004363001745200698,0.2127659574468085,0.0851063829787234,0.0425531914893617,23500.0,5,5,0.0,188.0,228.0,188.0
PH,50,0.3,LOND,0.05,1,2335,2315,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,328.0,328.0,328.0
PH,50,0.3,LORD++,0.05,1,2335,2318,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,268.0,242.0,268.0
PH,50,0.3,SAFFRON,0.05,1,2323,2306,9,4,5,0.4444444444444444,0.0017346053772766695,0.0851063829787234,0.02127659574468085,0.01702127659574468,58750.0,5,5,0.0,268.0,242.0,268.0
PH,50,0.3,alpha-investing,0.05,1,2329,2309,7,2,5,0.2857142857142857,0.0008661758336942399,0.0425531914893617,0.02127659574468085,0.00851063829787234,117500.0,5,5,0.0,328.0,328.0,328.0
PH,50,0.3,raw,,3,1900,1894,152,147,5,0.9671052631578947,0.07761351636747624,3.127659574468085,0.8723404255319149,0.625531914893617,1598.639455782313,5,5,0.0,80.6,70.0,80.6
PH,50,0.3,uncorrected,0.05,3,2287,2277,21,16,5,0.7619047619047619,0.007026789635485288,0.3404255319148936,0.2553191489361702,0.06808510638297872,14687.5,5,5,0.0,140.6,147.0,140.6
PH,50,0.3,bonferroni,0.05,3,2335,2321,5,0,5,0.0,0.0,0.0,0.0,0.0,inf,5,5,0.0,220.6,247.0,220.6
