n_streams,scenario,procedure,alpha,false_alarms_per_1k_stream_steps,degraded_per_drift,fdp,window_fdp,mdr,mean_delay
500,2 events,uncorrected,0.1,0.21936170212765957,128.0,0.8070290678584637,0.8634697025283361,0.001666666666666668,125.41414141414141
500,2 events,uncorrected,0.2,0.45163120567375886,131.0,0.9057640268361622,0.9300305436265565,0.001666666666666668,129.22222222222223
500,sporadic,BatchBH,1e-05,0.0,1949.3666666666668,0.0,0.0,0.7599999999999999,1107.3922369776258
500,sporadic,BatchBH,0.0001,0.0,1531.8666666666668,0.0,0.0,0.5483333333333333,697.6399782766875
500,sporadic,BatchBH,0.001,0.0,1116.0333333333333,0.0,0.0,0.3166666666666667,711.961430157866
500,sporadic,BatchBH,0.01,0.0,648.8666666666667,0.0,0.0,0.09833333333333337,510.49986521863985
500,sporadic,BatchBH,0.05,7.092198581560284e-05,416.7,0.0016501650165016502,0.0004432624113475177,0.02833333333333334,371.8832510498241
500,sporadic,BatchBH,0.1,7.092198581560284e-05,374.8666666666666,0.0016501650165016502,0.000591016548463357,0.013333333333333345,352.72229278601617
500,sporadic,BatchBH,0.2,0.002553191489361702,317.8666666666667,0.04411764705882353,0.010954913880445796,0.00833333333333334,302.19696759259256
500,sporadic,LORD++,1e-05,0.0,1439.5333333333335,0.0,0.0,0.4633333333333334,836.6067981528353
500,sporadic,LORD++,0.0001,0.0,1038.5333333333333,0.0,0.0,0.27666666666666667,689.2747339568226
500,sporadic,LORD++,0.001,7.092198581560284e-05,614.0333333333333,0.0017006802721088435,0.0005065856129685917,0.09333333333333334,499.92855122036275
500,sporadic,LORD++,0.01,7.092198581560284e-05,346.7,0.0016501650165016502,0.0004432624113475177,0.011666666666666678,327.31796827928406
500,sporadic,LORD++,0.05,0.0013475177304964538,270.7,0.027484498072733368,0.005011743575573363,0.001666666666666668,266.55358585858585
500,sporadic,LORD++,0.1,0.0035460992907801418,249.70000000000002,0.06610520113075338,0.012695646857422353,0.001666666666666668,248.2356902356902
500,sporadic,LORD++,0.2,0.006879432624113475,228.86666666666667,0.10796197377303618,0.030606853745151614,0.0,228.86666666666667
500,sporadic,bh_window,1e-05,0.0,1101.5333333333333,0.0,0.0,0.3283333333333333,653.4373256004565
500,sporadic,bh_window,0.0001,7.092198581560284e-05,679.1999999999999,0.001718213058419244,0.0002955082742316785,0.1266666666666667,499.1880847666027
500,sporadic,bh_window,0.001,7.092198581560284e-05,394.5333333333333,0.0016501650165016502,0.0004432624113475177,0.031666666666666676,345.7175375160711
