window,min_p,n_below,n_streams,rho,seed
26,0.00812340308877411,1,100,0.3,16
27,0.003695647580636475,1,100,0.3,16
28,0.011068113221104636,0,100,0.3,16
29,0.011726080804816998,0,100,0.3,16
30,0.0147553721518146,0,100,0.3,16
31,0.011683601600913293,0,100,0.3,16
32,0.009738012243510827,1,100,0.3,16
33,0.023952095808383235,0,100,0.3,16
34,0.03992015968063872,0,100,0.3,16
35,0.041916167664670656,0,100,0.3,16
36,0.03592814371257485,0,100,0.3,16
37,0.0125672067246657,0,100,0.3,16
38,0.010023652892333,0,100,0.3,16
39,0.011686823280507496,0,100,0.3,16
40,0.043912175648702596,0,100,0.3,16
41,0.09780439121756487,0,100,0.3,16
42,0.05389221556886228,0,100,0.3,16
43,0.021956087824351298,0,100,0.3,16
44,0.021956087824351298,0,100,0.3,16
45,0.03992015968063872,0,100,0.3,16
46,0.043912175648702596,0,100,0.3,16
0,0.004451177327412909,2,100,0.3,17
1,0.0022497334632631356,2,100,0.3,17
2,0.000210302391761519,2,100,0.3,17
3,6.585541045324557e-05,2,100,0.3,17
4,0.0001950294600378428,2,100,0.3,17
5,0.0002337918636768634,4,100,0.3,17
6,2.555435842039013e-05,11,100,0.3,17
7,3.371562201247887e-05,9,100,0.3,17
8,6.789714721688012e-06,9,100,0.3,17
9,7.679382571022642e-06,8,100,0.3,17
10,3.228346579602301e-06,8,100,0.3,17
11,3.4221277462372275e-06,8,100,0.3,17
12,3.24893885172684e-06,7,100,0.3,17
13,1.2227762679716077e-05,3,100,0.3,17
14,8.633089705015938e-06,3,100,0.3,17
15,0.00022988644966986344,3,100,0.3,17
16,0.0009652392942670921,3,100,0.3,17
17,0.0020571852943994605,3,100,0.3,17
18,0.0010126243706244473,5,100,0.3,17
19,0.000532600433034572,2,100,0.3,17
20,0.0011495102699671876,2,100,0.3,17
21,0.0007682867406565223,1,100,0.3,17
22,0.0003126744401208425,3,100,0.3,17
23,0.0009852386651048092,3,100,0.3,17
24,0.000582091174273032,2,100,0.3,17
25,7.342055850159303e-05,4,100,0.3,17
26,2.1173222024903188e-05,2,100,0.3,17
27,6.216663091193041e-06,3,100,0.3,17
28,2.6036783588377892e-05,9,100,0.3,17
29,7.98129338174307e-05,7,100,0.3,17
30,0.0001882464730410447,7,100,0.3,17
31,3.060046051238319e-05,3,100,0.3,17
32,7.042008293139949e-06,4,100,0.3,17
33,1.5081678267052843e-06,12,100,0.3,17
34,1.0820248007631006e-05,9,100,0.3,17
35,0.00033021746137634056,7,100,0.3,17
36,0.003354301172794041,3,100,0.3,17
37,0.00030600359449769695,4,100,0.3,17
38,0.00017537791672068333,6,100,0.3,17
39,8.524004225657113e-05,13,100,0.3,17
40,0.00011557954937724756,15,100,0.3,17
41,0.0004679182636256553,10,100,0.3,17
42,0.001919943581240124,8,100,0.3,17
43,0.001528455745614627,7,100,0.3,17
44,0.0009451360530634751,11,100,0.3,17
45,0.00012978701603198541,18,100,0.3,17
46,0.0005195545501198159,10,100,0.3,17
0,0.010063128520020585,0,100,0.3,18
1,0.004267660079972902,1,100,0.3,18
2,0.013530794041418643,0,100,0.3,18
3,0.06986027944111776,0,100,0.3,18
4,0.1217564870259481,0,100,0.3,18
5,0.11776447105788423,0,100,0.3,18
6,0.059880239520958084,0,100,0.3,18
7,0.011640442915293021,0,100,0.3,18
8,0.01241198665825486,0,100,0.3,18
9,0.016593482346484716,0,100,0.3,18
10,0.010582695002938146,0,100,0.3,18
11,0.043912175648702596,0,100,0.3,18
12,0.007486579185483637,2,100,0.3,18
13,0.008622695518926932,1,100,0.3,18
14,0.029940119760479042,0,100,0.3,18
15,0.0098309433897718,1,100,0.3,18
16,0.008991091726619594,1,100,0.3,18
17,0.006947847056901536,1,100,0.3,18
18,0.011952383095993889,0,100,0.3,18
19,0.01818616903313294,0,100,0.3,18
20,0.03792415169660679,0,100,0.3,18
21,0.05788423153692615,0,100,0.3,18
22,0.05189620758483034,0,100,0.3,18
23,0.012106989074149185,0,100,0.3,18
24,0.01462448345825082,0,100,0.3,18
25,0.00965574366541715,2,100,0.3,18
26,0.01183963733438504,0,100,0.3,18
27,0.02594810379241517,0,100,0.3,18
28,0.021956087824351298,0,100,0.3,18
29,0.05189620758483034,0,100,0.3,18
30,0.0718562874251497,0,100,0.3,18
31,0.11976047904191617,0,100,0.3,18
32,0.06986027944111776,0,100,0.3,18
33,0.031936127744510975,0,100,0.3,18
34,0.02594810379241517,0,100,0.3,18
35,0.012647371982632686,0,100,0.3,18
36,0.029940119760479042,0,100,0.3,18
37,0.03592814371257485,0,100,0.3,18
38,0.05189620758483034,0,100,0.3,18
39,0.06786427145708583,0,100,0.3,18
40,0.023952095808383235,0,100,0.3,18
41,0.00538543100118496,1,100,0.3,18
42,0.003427477211730249,1,100,0.3,18
43,0.013256606106674985,0,100,0.3,18
44,0.0054088785485714,1,100,0.3,18
45,0.043912175648702596,0,100,0.3,18
46,0.016391038427159537,0,100,0.3,18
0,0.023952095808383235,0,100,0.3,19
1,0.029940119760479042,0,100,0.3,19
2,0.03792415169660679,0,100,0.3,19
3,0.008207482205720913,1,100,0.3,19
4,0.0026798934674623544,1,100,0.3,19
5,0.0026143427832359435,1,100,0.3,19
6,0.0016861352289828755,2,100,0.3,19
7,0.00533688693788899,2,100,0.3,19
8,0.0011879474653491004,1,100,0.3,19
9,0.0007755718371501591,1,100,0.3,19
10,0.002461996354968395,1,100,0.3,19
11,0.014556707891522927,0,100,0.3,19
12,0.014918701706052268,0,100,0.3,19
13,0.04590818363273453,0,100,0.3,19
14,0.01645433293380767,0,100,0.3,19
15,0.01585954722682749,0,100,0.3,19
16,0.010115604808267923,0,100,0.3,19
17,0.007121427472786436,2,100,0.3,19
18,0.00491580407915376,7,100,0.3,19
19,0.007189067323616684,3,100,0.3,19
20,0.002106417713126443,2,100,0.3,19
21,0.0032197806104303744,1,100,0.3,19
22,0.0048748252348517086,1,100,0.3,19
23,0.006626377344347479,2,100,0.3,19
24,0.031936127744510975,0,100,0.3,19
25,0.0718562874251497,0,100,0.3,19
26,0.059880239520958084,0,100,0.3,19
27,0.05788423153692615,0,100,0.3,19
28,0.0718562874251497,0,100,0.3,19
29,0.03592814371257485,0,100,0.3,19
30,0.004738598663191966,1,100,0.3,19
31,0.004416002589095306,1,100,0.3,19
32,0.0055955371230957405,1,100,0.3,19
33,0.002342850405178105,1,100,0.3,19
34,0.0026042242599347595,5,100,0.3,19
35,0.005242052471472489,2,100,0.3,19
36,0.011405879735665859,0,100,0.3,19
37,0.009488734161213876,1,100,0.3,19
38,0.014929777673717665,0,100,0.3,19
39,0.03992015968063872,0,100,0.3,19
40,0.06986027944111776,0,100,0.3,19
41,0.05389221556886228,0,100,0.3,19
42,0.05189620758483034,0,100,0.3,19
43,0.010263066978782447,0,100,0.3,19
44,0.020444197782787252,0,100,0.3,19
45,0.0499001996007984,0,100,0.3,19
46,0.01135514064301173,0,100,0.3,19
0,0.006255143957937123,2,100,0.3,20
1,0.00033911347706584044,10,100,0.3,20
2,0.0008962083527850574,6,100,0.3,20
3,0.0013151135639606565,7,100,0.3,20
4,4.1307216097688486e-05,12,100,0.3,20
5,1.830415911799511e-05,12,100,0.3,20
6,2.8408430918693794e-05,10,100,0.3,20
7,0.001300732746443549,3,100,0.3,20
8,0.008711852118307897,2,100,0.3,20
9,0.008536615767517085,2,100,0.3,20
10,0.0023023964870361718,8,100,0.3,20
11,0.0006888167004191212,8,100,0.3,20
12,1.6756098958348142e-05,9,100,0.3,20
13,8.857237614059618e-06,8,100,0.3,20
14,4.29398675362409e-05,8,100,0.3,20
15,0.00011511727884532414,9,100,0.3,20
16,0.00021180399069677482,5,100,0.3,20
17,7.290633030214188e-05,8,100,0.3,20
18,6.5155604553918e-05,6,100,0.3,20
19,2.0599852199150115e-05,8,100,0.3,20
20,3.6931621145807157e-06,11,100,0.3,20
21,3.887502695046403e-07,9,100,0.3,20
22,9.154001841876546e-07,14,100,0.3,20
23,3.433425306401825e-05,5,100,0.3,20
24,0.0031617568020732693,3,100,0.3,20
25,0.0012158719333555544,4,100,0.3,20
26,0.00019438571518734402,6,100,0.3,20
27,1.9742777512427734e-05,10,100,0.3,20
28,9.126586761104956e-06,13,100,0.3,20
29,8.748729139579913e-07,16,100,0.3,20
30,6.380540424471833e-08,18,100,0.3,20
31,1.4163081889244191e-07,17,100,0.3,20
32,1.5692765681824065e-06,18,100,0.3,20
33,6.256794774995001e-05,14,100,0.3,20
34,4.991024770170409e-06,17,100,0.3,20
35,2.78075964288448e-06,20,100,0.3,20
36,2.772246383994773e-06,20,100,0.3,20
37,6.893564024331685e-06,11,100,0.3,20
38,5.72250178907721e-05,5,100,0.3,20
39,4.87390217662301e-05,6,100,0.3,20
40,5.697133664232348e-05,6,100,0.3,20
41,2.806965566169208e-05,4,100,0.3,20
42,0.00015058577981260138,6,100,0.3,20
43,0.00015043516298459477,8,100,0.3,20
44,0.00016012199875148697,10,100,0.3,20
45,3.8421662756082494e-05,13,100,0.3,20
46,0.00014581573463485416,13,100,0.3,20
0,0.0012631015186144335,2,100,0.3,21
1,0.0006805336743721752,4,100,0.3,21
2,0.0017956828748438678,4,100,0.3,21
3,0.0006164441517637161,6,100,0.3,21
4,5.42900250790304e-05,13,100,0.3,21
5,0.00022221346697060088,10,100,0.3,21
6,0.001102575169243971,10,100,0.3,21
7,0.001142307375996031,2,100,0.3,21
8,0.008557633704567285,1,100,0.3,21
9,0.010646540384246525,0,100,0.3,21
10,0.0027039541133295295,1,100,0.3,21
11,0.004536723074754873,3,100,0.3,21
12,0.0023958374982247237,2,100,0.3,21
13,0.0017248895991791244,3,100,0.3,21
14,0.0009862911976692365,8,100,0.3,21
15,0.0007897305231543922,12,100,0.3,21
16,0.00023912288611983585,11,100,0.3,21
17,7.893431379165736e-05,16,100,0.3,21
18,5.359410894083828e-05,18,100,0.3,21
19,8.931744250578054e-05,20,100,0.3,21
20,0.0003982016585039859,8,100,0.3,21
21,0.001856942418379177,2,100,0.3,21
22,0.002232764219962808,2,100,0.3,21
23,0.004344025464597852,2,100,0.3,21
24,0.001998419215748781,2,100,0.3,21
25,0.0015961750275571363,4,100,0.3,21
26,0.00023797985525730425,4,100,0.3,21
27,0.0004761157746506083,3,100,0.3,21
28,0.0004660437611369618,4,100,0.3,21
29,0.0016572065118414222,4,100,0.3,21
30,0.0039903790190840656,2,100,0.3,21
31,0.023952095808383235,0,100,0.3,21
32,0.011049360638342266,0,100,0.3,21
33,0.01040298363568963,0,100,0.3,21
34,0.023952095808383235,0,100,0.3,21
35,0.029940119760479042,0,100,0.3,21
36,0.023952095808383235,0,100,0.3,21
37,0.021956087824351298,0,100,0.3,21
38,0.0029028491518728774,3,100,0.3,21
39,0.0024858563808819313,8,100,0.3,21
40,0.0025110708957500915,3,100,0.3,21
41,0.008076700630631994,1,100,0.3,21
42,0.006884667581892008,1,100,0.3,21
43,0.013504490900229184,0,100,0.3,21
44,0.004201006868207026,1,100,0.3,21
45,0.023952095808383235,0,100,0.3,21
46,0.009303971971902704,1,100,0.3,21
0,0.059880239520958084,0,100,0.3,22
1,0.014932186428496806,0,100,0.3,22
2,0.014238985872777499,0,100,0.3,22
3,0.06786427145708583,0,100,0.3,22
4,0.0718562874251497,0,100,0.3,22
5,0.02594810379241517,0,100,0.3,22
6,0.012334603604993253,0,100,0.3,22
7,0.002415658074652393,1,100,0.3,22
8,0.0029645810284069938,1,100,0.3,22
9,0.029940119760479042,0,100,0.3,22
10,0.029940119760479042,0,100,0.3,22
11,0.029940119760479042,0,100,0.3,22
12,0.009475850020681652,1,100,0.3,22
13,0.006680560193229873,1,100,0.3,22
14,0.00805777347169497,1,100,0.3,22
15,0.00884626351898622,1,100,0.3,22
16,0.00806994714945471,1,100,0.3,22
17,0.012448209333237656,0,100,0.3,22
18,0.002887134408169583,1,100,0.3,22
19,0.00019292716148746453,2,100,0.3,22
20,0.0003081436002135139,2,100,0.3,22
21,0.0016781778810951633,1,100,0.3,22
22,0.0026255649449366744,1,100,0.3,22
23,0.008863373361559854,1,100,0.3,22
24,0.023952095808383235,0,100,0.3,22
25,0.002573681982321441,1,100,0.3,22
26,0.005330282407588932,1,100,0.3,22
27,0.010090381623368283,0,100,0.3,22
28,0.0012254612336908078,1,100,0.3,22
29,0.0029701464172454993,2,100,0.3,22
30,0.0009186833479222601,2,100,0.3,22
31,0.0010616990555742133,2,100,0.3,22
32,0.021956087824351298,0,100,0.3,22
33,0.031936127744510975,0,100,0.3,22
34,0.10179640718562874,0,100,0.3,22
35,0.015150969622635641,0,100,0.3,22
36,0.008010911645500742,3,100,0.3,22
37,0.0038537858832665,2,100,0.3,22
38,0.0036421349793924664,2,100,0.3,22
39,0.0067119950921315065,1,100,0.3,22
40,0.01206185745315497,0,100,0.3,22
41,0.00632323518869577,1,100,0.3,22
42,0.0007939048366166645,2,100,0.3,22
43,0.003525423125745941,1,100,0.3,22
44,0.023952095808383235,0,100,0.3,22
45,0.0021649902778062852,1,100,0.3,22
46,0.0024838946010713116,2,100,0.3,22
0,0.0018895331474049705,2,100,0.3,23
1,0.006587804403979857,1,100,0.3,23
2,0.00951281977485894,1,100,0.3,23
3,0.00994487655240891,1,100,0.3,23
4,0.008182561503461656,1,100,0.3,23
5,0.009965744562832377,1,100,0.3,23
6,0.016108271795256198,0,100,0.3,23
7,0.09580838323353294,0,100,0.3,23
8,0.04790419161676647,0,100,0.3,23
9,0.023952095808383235,0,100,0.3,23
10,0.021956087824351298,0,100,0.3,23
11,0.013155748362940653,0,100,0.3,23
12,0.008903831640876072,1,100,0.3,23
13,0.009474072567297185,1,100,0.3,23
14,0.00807703956075837,1,100,0.3,23
15,0.014916690869043235,0,100,0.3,23
16,0.018160140249951575,0,100,0.3,23
17,0.010138982291676965,0,100,0.3,23
18,0.005029210122286211,1,100,0.3,23
19,0.005957303196838141,3,100,0.3,23
20,0.007852257951074726,1,100,0.3,23
21,0.015400551576291192,0,100,0.3,23
22,0.01635546865199037,0,100,0.3,23
23,0.018904546810807228,0,100,0.3,23
24,0.01776842260340971,0,100,0.3,23
25,0.029940119760479042,0,100,0.3,23
26,0.05588822355289421,0,100,0.3,23
27,0.007174359042452934,2,100,0.3,23
28,0.012016998272813632,0,100,0.3,23
29,0.009246734956642896,1,100,0.3,23
30,0.011710272213434382,0,100,0.3,23
31,0.0062177030526483195,1,100,0.3,23
32,0.00815980445426864,1,100,0.3,23
33,0.010129127165749333,0,100,0.3,23
34,0.016517792767152685,0,100,0.3,23
35,0.01590851659593203,0,100,0.3,23
36,0.010239698393398899,0,100,0.3,23
37,0.005844115691478483,2,100,0.3,23
38,0.00412337625557575,3,100,0.3,23
39,0.002594343983885688,2,100,0.3,23
40,0.00449127508078307,1,100,0.3,23
41,0.0022562180415954735,1,100,0.3,23
42,0.00258976020494243,1,100,0.3,23
43,0.008622699817587998,1,100,0.3,23
44,0.008722674066685157,1,100,0.3,23
45,0.007479578848657108,2,100,0.3,23
46,0.009567681725719628,1,100,0.3,23
0,0.002478411584437096,1,100,0.3,24
1,0.00021830101683607838,16,100,0.3,24
2,0.00019949560161720392,18,100,0.3,24
3,3.9011677213266296e-05,23,100,0.3,24
4,0.00021596352931994414,16,100,0.3,24
5,0.0015127232056648158,10,100,0.3,24
6,0.0013526898811466509,7,100,0.3,24
7,0.00032107528941090506,9,100,0.3,24
8,0.0010270640732000515,13,100,0.3,24
9,0.0005762179655233655,13,100,0.3,24
10,0.00011493020998748572,13,100,0.3,24
11,0.00019443157475119836,9,100,0.3,24
12,0.0024369921201719265,5,100,0.3,24
13,0.0009965528866118878,4,100,0.3,24
14,0.0003977063880308421,9,100,0.3,24
15,0.0005500926368423408,11,100,0.3,24
16,0.000723233852550318,12,100,0.3,24
17,0.0005803407014217073,22,100,0.3,24
18,0.00012929890849802463,22,100,0.3,24
19,0.0003023985178862977,16,100,0.3,24
20,0.00040853295191049994,5,100,0.3,24
21,0.0019239540693920193,2,100,0.3,24
22,0.007748791452609077,2,100,0.3,24
23,0.0015724122508760886,3,100,0.3,24
24,0.000795526323858972,5,100,0.3,24
25,0.0008671008021899897,5,100,0.3,24
26,0.005298126908947027,4,100,0.3,24
27,0.00659273274898586,1,100,0.3,24
28,0.0016848826419221825,3,100,0.3,24
29,0.0018906846738993108,2,100,0.3,24
30,0.00043494884611542766,7,100,0.3,24
31,0.00033827914777818,6,100,0.3,24
32,0.00044812568031191526,5,100,0.3,24
33,0.0008989575713872242,5,100,0.3,24
34,0.00047354449914999527,6,100,0.3,24
35,0.000136677209233356,13,100,0.3,24
36,0.00020002702560521082,6,100,0.3,24
37,0.0002237503250151267,6,100,0.3,24
38,0.00044562754542047634,8,100,0.3,24
39,0.0020137372043222703,4,100,0.3,24
40,0.002795362272860439,6,100,0.3,24
41,0.0022755477122509394,3,100,0.3,24
42,0.0070643550218522175,1,100,0.3,24
43,0.004665936082389999,3,100,0.3,24
44,0.0015664698546038185,8,100,0.3,24
45,0.00043753905789199174,15,100,0.3,24
46,0.0001272445852911312,28,100,0.3,24
0,0.14570858283433133,0,100,0.3,25
1,0.06786427145708583,0,100,0.3,25
2,0.017975056431018523,0,100,0.3,25
3,0.019683190031400653,0,100,0.3,25
4,0.016600503017842515,0,100,0.3,25
5,0.007696156825936872,1,100,0.3,25
6,0.0032484858832947886,1,100,0.3,25
7,0.0047391959455087805,1,100,0.3,25
8,0.01200674578935764,0,100,0.3,25
9,0.023952095808383235,0,100,0.3,25
10,0.11776447105788423,0,100,0.3,25
11,0.05389221556886228,0,100,0.3,25
12,0.059880239520958084,0,100,0.3,25
13,0.07385229540918163,0,100,0.3,25
14,0.1217564870259481,0,100,0.3,25
15,0.020923255134921784,0,100,0.3,25
16,0.02078413185710035,0,100,0.3,25
17,0.021956087824351298,0,100,0.3,25
18,0.012626618822140522,0,100,0.3,25
19,0.011949947708920097,0,100,0.3,25
20,0.009723310942723828,1,100,0.3,25
21,0.023952095808383235,0,100,0.3,25
22,0.009573509550517497,1,100,0.3,25
23,0.023952095808383235,0,100,0.3,25
24,0.05588822355289421,0,100,0.3,25
25,0.08982035928143713,0,100,0.3,25
26,0.13972055888223553,0,100,0.3,25
27,0.05389221556886228,0,100,0.3,25
28,0.13373253493013973,0,100,0.3,25
29,0.023952095808383235,0,100,0.3,25
30,0.023952095808383235,0,100,0.3,25
31,0.06187624750499002,0,100,0.3,25
32,0.07784431137724551,0,100,0.3,25
33,0.11776447105788423,0,100,0.3,25
34,0.16367265469061876,0,100,0.3,25
35,0.06786427145708583,0,100,0.3,25
36,0.021956087824351298,0,100,0.3,25
37,0.009836518393639226,1,100,0.3,25
38,0.03992015968063872,0,100,0.3,25
39,0.05389221556886228,0,100,0.3,25
40,0.04590818363273453,0,100,0.3,25
41,0.043912175648702596,0,100,0.3,25
42,0.08183632734530938,0,100,0.3,25
43,0.08183632734530938,0,100,0.3,25
44,0.03992015968063872,0,100,0.3,25
45,0.03792415169660679,0,100,0.3,25
46,0.020230800850969077,0,100,0.3,25
0,0.004631721100288807,1,100,0.3,26
1,0.012102369594765279,0,100,0.3,26
2,0.0035137449124891607,4,100,0.3,26
3,0.006283048500290283,1,100,0.3,26
4,0.011896827782045807,0,100,0.3,26
5,0.009296107647070067,1,100,0.3,26
6,0.015016549697629632,0,100,0.3,26
7,0.043912175648702596,0,100,0.3,26
8,0.029940119760479042,0,100,0.3,26
9,0.019566550091687368,0,100,0.3,26
10,0.04790419161676647,0,100,0.3,26
11,0.10179640718562874,0,100,0.3,26
12,0.033932135728542916,0,100,0.3,26
13,0.0499001996007984,0,100,0.3,26
14,0.05189620758483034,0,100,0.3,26
15,0.029940119760479042,0,100,0.3,26
16,0.03792415169660679,0,100,0.3,26
17,0.018579256175159684,0,100,0.3,26
18,0.014391920228571276,0,100,0.3,26
19,0.010748841614864875,0,100,0.3,26
20,0.010691495865529387,0,100,0.3,26
21,0.0058233682840051326,1,100,0.3,26
22,0.010830622316951881,0,100,0.3,26
23,0.014536690322766839,0,100,0.3,26
24,0.007375149759523141,1,100,0.3,26
25,0.007140862003059927,1,100,0.3,26
26,0.005517223212733652,1,100,0.3,26
27,0.005374860814461532,1,100,0.3,26
28,0.018622576714551278,0,100,0.3,26
29,0.03592814371257485,0,100,0.3,26
30,0.03592814371257485,0,100,0.3,26
31,0.041916167664670656,0,100,0.3,26
32,0.029940119760479042,0,100,0.3,26
33,0.02594810379241517,0,100,0.3,26
34,0.03792415169660679,0,100,0.3,26
35,0.016259059246191074,0,100,0.3,26
36,0.014665168203998795,0,100,0.3,26
37,0.005818257788261602,1,100,0.3,26
38,0.012831213609095999,0,100,0.3,26
39,0.005220887760816325,3,100,0.3,26
40,0.0035129610967965714,4,100,0.3,26
41,0.013339747400354492,0,100,0.3,26
42,0.004287446785371559,1,100,0.3,26
43,0.005591631733980744,1,100,0.3,26
44,0.005323054717184051,1,100,0.3,26
45,0.006297726102691738,1,100,0.3,26
46,0.007595657591225386,1,100,0.3,26
0,0.004896227573322313,2,100,0.3,27
1,0.0033811392114140755,1,100,0.3,27
2,0.00410018964504347,1,100,0.3,27
3,0.0049862694788320935,2,100,0.3,27
4,0.001412698907058311,5,100,0.3,27
5,0.0006520891712231462,8,100,0.3,27
6,0.0001485109620867373,5,100,0.3,27
7,0.00011325834583212636,5,100,0.3,27
8,0.00011946883545218847,3,100,0.3,27
9,1.4495412193477824e-05,4,100,0.3,27
10,1.2097154334754218e-05,2,100,0.3,27
11,2.8898259772594677e-05,2,100,0.3,27
12,0.0001769737007984923,1,100,0.3,27
13,0.0007061717764523703,1,100,0.3,27
14,0.001570041475412262,1,100,0.3,27
15,0.001342073236206328,1,100,0.3,27
16,0.0006486946370637855,1,100,0.3,27
17,0.0006657296443043401,7,100,0.3,27
18,0.0010882602356659936,7,100,0.3,27
19,0.002741324798340305,3,100,0.3,27
20,0.0029463721587715064,2,100,0.3,27
21,0.0032581110627654267,2,100,0.3,27
22,0.003684829069024521,3,100,0.3,27
23,0.005146694186433099,3,100,0.3,27
24,0.0013059918827614408,2,100,0.3,27
25,0.0019765787920990475,2,100,0.3,27
26,0.016289322819248175,0,100,0.3,27
27,0.008448875701481397,2,100,0.3,27
28,0.001717246871472092,2,100,0.3,27
29,0.0009351687711385781,2,100,0.3,27
30,0.00011504394422960927,4,100,0.3,27
31,0.0006103487731395575,3,100,0.3,27
32,0.00020520368570340925,4,100,0.3,27
33,0.0008284760310906284,3,100,0.3,27
34,0.00011360588819284462,5,100,0.3,27
35,0.00032318776992516915,3,100,0.3,27
36,0.0016933419997908223,2,100,0.3,27
37,0.0054802952147414395,3,100,0.3,27
38,0.0005132717087084739,2,100,0.3,27
39,0.00030496367902082465,3,100,0.3,27
40,0.00012012392943814465,6,100,0.3,27
41,0.0004528844362267795,8,100,0.3,27
42,0.0011533125805503464,2,100,0.3,27
43,0.006978769525028181,1,100,0.3,27
44,0.004774780930972028,1,100,0.3,27
45,0.000960849654890846,2,100,0.3,27
46,0.0004537982214783494,2,100,0.3,27
0,0.008437562654394574,1,100,0.3,28
1,0.0013643840717569077,2,100,0.3,28
2,0.0021256870030137323,1,100,0.3,28
3,0.0009372098451037821,1,100,0.3,28
4,0.0035128866484623374,1,100,0.3,28
5,0.0061404870979507135,1,100,0.3,28
6,0.002047322250237172,3,100,0.3,28
7,0.0015218400300464332,5,100,0.3,28
8,0.000658311155222801,9,100,0.3,28
9,0.0021065087863797885,2,100,0.3,28
10,0.008900984012264716,1,100,0.3,28
11,0.04790419161676647,0,100,0.3,28
12,0.017552280811936542,0,100,0.3,28
13,0.004368790462949248,1,100,0.3,28
14,0.007127819876167262,1,100,0.3,28
15,0.005521281516859433,1,100,0.3,28
16,0.0050849579622443564,2,100,0.3,28
17,0.011177861373045463,0,100,0.3,28
18,0.009987576742763562,1,100,0.3,28
19,0.008491344977699425,1,100,0.3,28
20,0.022853536042319673,0,100,0.3,28
21,0.006248040016905938,1,100,0.3,28
22,0.0027229427984362,2,100,0.3,28
23,0.007791724421182741,1,100,0.3,28
24,0.021956087824351298,0,100,0.3,28
25,0.021956087824351298,0,100,0.3,28
26,0.07584830339321358,0,100,0.3,28
27,0.03992015968063872,0,100,0.3,28
28,0.012186972776667313,0,100,0.3,28
29,0.004881301156407079,3,100,0.3,28
30,0.0008342272300190484,12,100,0.3,28
31,0.002913730730567157,7,100,0.3,28
32,0.0013613567728016122,4,100,0.3,28
33,0.0008750516618716237,2,100,0.3,28
34,0.0029621604286619143,1,100,0.3,28
35,0.010192041484039141,0,100,0.3,28
36,0.0146873733646841,0,100,0.3,28
37,0.041916167664670656,0,100,0.3,28
38,0.04590818363273453,0,100,0.3,28
39,0.03592814371257485,0,100,0.3,28
40,0.031936127744510975,0,100,0.3,28
41,0.023952095808383235,0,100,0.3,28
42,0.0032823150884731243,2,100,0.3,28
43,0.008569466135979469,1,100,0.3,28
44,0.008042632997081172,1,100,0.3,28
45,0.002047844125316811,8,100,0.3,28
46,0.0023571685229561625,5,100,0.3,28
0,0.0037438124437724,1,100,0.3,29
1,0.007531884597805462,1,100,0.3,29
2,0.007092224612684077,1,100,0.3,29
3,0.05389221556886228,0,100,0.3,29
4,0.04590818363273453,0,100,0.3,29
5,0.04590818363273453,0,100,0.3,29
6,0.033932135728542916,0,100,0.3,29
7,0.01718748562126275,0,100,0.3,29
8,0.008083564702189006,1,100,0.3,29
9,0.008730589893586027,1,100,0.3,29
10,0.011522767984551893,0,100,0.3,29
11,0.027944111776447105,0,100,0.3,29
12,0.03792415169660679,0,100,0.3,29
13,0.0998003992015968,0,100,0.3,29
14,0.21157684630738524,0,100,0.3,29
15,0.1996007984031936,0,100,0.3,29
16,0.249500998003992,0,100,0.3,29
17,0.09780439121756487,0,100,0.3,29
18,0.021956087824351298,0,100,0.3,29
19,0.005213032255981785,1,100,0.3,29
20,0.007660843376132195,1,100,0.3,29
21,0.008028279689577054,1,100,0.3,29
22,0.021956087824351298,0,100,0.3,29
23,0.005164596649701224,1,100,0.3,29
24,0.008947097976422614,1,100,0.3,29
25,0.03592814371257485,0,100,0.3,29
26,0.10778443113772455,0,100,0.3,29
27,0.12375249500998003,0,100,0.3,29
28,0.03992015968063872,0,100,0.3,29
29,0.005682012314879935,1,100,0.3,29
30,0.005621014574852111,1,100,0.3,29
31,0.03592814371257485,0,100,0.3,29
32,0.023952095808383235,0,100,0.3,29
33,0.043912175648702596,0,100,0.3,29
34,0.043912175648702596,0,100,0.3,29
35,0.033932135728542916,0,100,0.3,29
36,0.04590818363273453,0,100,0.3,29
37,0.17964071856287425,0,100,0.3,29
38,0.1437125748502994,0,100,0.3,29
39,0.14570858283433133,0,100,0.3,29
40,0.07385229540918163,0,100,0.3,29
41,0.05788423153692615,0,100,0.3,29
42,0.03592814371257485,0,100,0.3,29
43,0.04590818363273453,0,100,0.3,29
44,0.07784431137724551,0,100,0.3,29
45,0.04790419161676647,0,100,0.3,29
46,0.03592814371257485,0,100,0.3,29
0,0.013339671877697105,0,100,0.3,30
1,0.059880239520958084,0,100,0.3,30
2,0.11377245508982035,0,100,0.3,30
3,0.12574850299401197,0,100,0.3,30
4,0.0718562874251497,0,100,0.3,30
5,0.07784431137724551,0,100,0.3,30
6,0.021956087824351298,0,100,0.3,30
7,0.021956087824351298,0,100,0.3,30
8,0.03992015968063872,0,100,0.3,30
9,0.018329621536408828,0,100,0.3,30
10,0.01633486294067473,0,100,0.3,30
11,0.015609268457018386,0,100,0.3,30
12,0.03592814371257485,0,100,0.3,30
13,0.0998003992015968,0,100,0.3,30
14,0.18762475049900199,0,100,0.3,30
15,0.07984031936127745,0,100,0.3,30
16,0.01192006936136252,0,100,0.3,30
17,0.009875561043202509,1,100,0.3,30
18,0.03792415169660679,0,100,0.3,30
